SOMAMER_ID	UniProt	TargetFullName	Target	HGNC	ensembl_id	chrom	gene	tss
RAP2A.9885.41.3	P10114	Ras-related protein Rap-2a	RAP2A	RAP2A	ENSG00000125249	13	ENSG00000125249	98086600.5
RAPGEF5.9059.14.3	Q92565	Rap guanine nucleotide exchange factor 5	RPGF5	RAPGEF5	ENSG00000136237	7	ENSG00000136237	22259857.0
RARRES1.8398.277.3	P49788	Retinoic acid receptor responder protein 1	RAR-responsive protein TIG1	RARRES1	ENSG00000118849	3	ENSG00000118849	158450231.0
RARRES3.10961.15.3	Q9UL19	Retinoic acid receptor responder protein 3	TIG3	RARRES3	ENSG00000133321	11	ENSG00000133321	63304293.0
RASA1.5481.16.3	P20936	Ras GTPase-activating protein 1	RASA1	RASA1	ENSG00000145715	5	ENSG00000145715	86564755.5
RB1.5024.67.1	P06400	Retinoblastoma-associated protein	Rb	RB1	ENSG00000139687	13	ENSG00000139687	48948437.5
RBBP5.13631.1.3	Q15291	Retinoblastoma-binding protein 5	RB binding protein 5	RBBP5	ENSG00000117222	1	ENSG00000117222	205091143.0
RBBP6.9887.40.3	Q7Z6E9	E3 ubiquitin-protein ligase RBBP6	RBBP6	RBBP6	ENSG00000122257	16	ENSG00000122257	24551829.0
RBFOX2.11462.8.3	O43251	RNA binding protein fox-1 homolog 2	RBM9	RBFOX2	ENSG00000100320	22	ENSG00000100320	36236452.0
RBL1.12879.5.3	P28749	Retinoblastoma-like protein 1	p107	RBL1	ENSG00000080839	20	ENSG00000080839	35724395.0
RBM19.11468.15.3	Q9Y4C8	Probable RNA-binding protein 19	RBM19	RBM19	ENSG00000122965	12	ENSG00000122965	114404014.0
RBM23.11590.5.3	Q86U06	Probable RNA-binding protein 23	RBM23	RBM23	ENSG00000100461	14	ENSG00000100461	23388358.0
RBM24.11380.84.3	Q9BX46	RNA-binding protein 24	RBM24	RBM24	ENSG00000112183	6	ENSG00000112183	17282750.0
RBM28.11927.3.3	Q9NW13	RNA-binding protein 28	RBM28	RBM28	ENSG00000106344	7	ENSG00000106344	127980591.0
RBM3.12747.89.3	P98179	RNA-binding protein 3	RBM3	RBM3	ENSG00000102317	X	ENSG00000102317	48432912.0
RBM39.4284.18.3	Q14498	RNA-binding protein 39	RBM39	RBM39	ENSG00000131051	20	ENSG00000131051	34329164.5
RBP4.5482.61.3	P02753	Retinol-binding protein 4	RBP	RBP4	ENSG00000138207	10	ENSG00000138207	95361420.0
RBP7.14208.3.3	Q96R05	Retinoid-binding protein 7	RET7	RBP7	ENSG00000162444	1	ENSG00000162444	10057269.0
RCAN1.13465.5.3	P53805	Calcipressin-1	CCP1	RCAN1	ENSG00000159200	21	ENSG00000159200	35899261.0
RCN2.10645.72.3	Q14257	Reticulocalbin-2	RCN2	RCN2	ENSG00000117906	15	ENSG00000117906	77224154.0
RCVRN.14334.3.3	P35243	Recoverin	RECO	RCVRN	ENSG00000109047	17	ENSG00000109047	9806728.5
RDH16.12881.17.3	O75452	Retinol dehydrogenase 16	RDH16	RDH16	ENSG00000139547	12	ENSG00000139547	57352630.5
RECQL.11431.235.3	P46063	ATP-dependent DNA helicase Q1	RECQ1	RECQL	ENSG00000004700	12	ENSG00000004700	21654559.0
REG3A.9277.16.3	Q06141	Regenerating islet-derived protein 3-alpha	PAP1	REG3A	ENSG00000172016	2	ENSG00000172016	79386875.0
REG4.11102.22.3	Q9BYZ8	Regenerating islet-derived protein 4	REG4	REG4	ENSG00000134193	1	ENSG00000134193	120354203.0
RELB.11464.9.3	Q01201	Transcription factor RelB	RELB	RELB	ENSG00000104856	19	ENSG00000104856	45504719.0
RELL1.13399.33.3	Q8IUW5	RELT-like protein 1	RELL1	RELL1	ENSG00000181826	4	ENSG00000181826	37687998.0
RELL2.6600.70.3	Q8NC24	RELT-like protein 2	RELL2	RELL2	ENSG00000164620	5	ENSG00000164620	141016579.0
RELT.14112.40.3	Q969Z4	Tumor necrosis factor receptor superfamily member 19L	RELT	RELT	ENSG00000054967	11	ENSG00000054967	73087713.0
RELT.5115.31.3	Q969Z4	Tumor necrosis factor receptor superfamily member 19L	RELT	RELT	ENSG00000054967	11	ENSG00000054967	73087713.0
REN.3396.54.2	P00797	Renin	Renin	REN	ENSG00000143839	1	ENSG00000143839	204135457.5
REPIN1.13554.78.3	Q9BWE0	Replication initiator 1	REPI1	REPIN1	ENSG00000214022	7	ENSG00000214022	150065900.0
RET.3220.40.2	P07949	Proto-oncogene tyrosine-protein kinase receptor Ret	RET	RET	ENSG00000165731	10	ENSG00000165731	43572524.5
RETN.3046.31.1	Q9HD89	Resistin	resistin	RETN	ENSG00000104918	19	ENSG00000104918	7734071.5
RETSAT.8381.18.4	Q6NUM9	All-trans-retinol 13,14-reductase	RETST	RETSAT	ENSG00000042445	2	ENSG00000042445	85581626.0
REXO2.13590.1.3	Q9Y3B8	Oligoribonuclease, mitochondrial	ORN	REXO2	ENSG00000076043	11	ENSG00000076043	114310268.0
RFESD.13603.7.3	Q8TAC1	Rieske domain-containing protein	RFESD	RFESD	ENSG00000175449	5	ENSG00000175449	94982570.5
RFFL.14186.13.3	Q8WZ73	E3 ubiquitin-protein ligase rififylin	RFFL	RFFL	ENSG00000092871	17	ENSG00000092871	33390815.0
RFK.13059.33.3	Q969G6	Riboflavin kinase	RIFK	RFK	ENSG00000135002	9	ENSG00000135002	79009234.5
RFNG.7203.125.3	Q9Y644	Beta-1,3-N-acetylglucosaminyltransferase radical fringe	RFNG	RFNG	ENSG00000169733	17	ENSG00000169733	80009296.5
RFXAP.12726.3.3	O00287	Regulatory factor X-associated protein	RFXAP	RFXAP	ENSG00000133111	13	ENSG00000133111	37396462.0
RGMA.5483.1.3	Q96B86	Repulsive guidance molecule A	RGMA	RGMA	ENSG00000182175	15	ENSG00000182175	93616924.0
RGMB.3331.8.1	Q6NW40	RGM domain family member B	RGMB	RGMB	ENSG00000174136	5	ENSG00000174136	98104999.0
RGS10.11634.32.3	O43665	Regulator of G-protein signaling 10	RGS10	RGS10	ENSG00000148908	10	ENSG00000148908	121286989.0
RGS18.13982.33.3	Q9NS28	Regulator of G-protein signaling 18	RGS18	RGS18	ENSG00000150681	1	ENSG00000150681	192127629.5
RGS19.12713.365.3	P49795	Regulator of G-protein signaling 19	RGS19	RGS19	ENSG00000171700	20	ENSG00000171700	62711004.5
RGS3.12827.37.3	P49796	Regulator of G-protein signaling 3	RGS3	RGS3	ENSG00000138835	9	ENSG00000138835	116291773.5
RGS8.11666.72.3	P57771	Regulator of G-protein signaling 8	RGS8	RGS8	ENSG00000135824	1	ENSG00000135824	182642043.0
RHOA.9855.10.3	P61586	Transforming protein RhoA	Rho A	RHOA	ENSG00000067560	3	ENSG00000067560	49449466.5
RHOD.12442.4.3	O00212	Rho-related GTP-binding protein RhoD	RHOD	RHOD	ENSG00000173156	11	ENSG00000173156	66824331.0
RHOG.12540.25.3	P84095	Rho-related GTP-binding protein RhoG	RHOG	RHOG	ENSG00000177105	11	ENSG00000177105	3860584.5
RHPN2.11439.88.3	Q8IUC4	Rhophilin-2	RHPN2	RHPN2	ENSG00000131941	19	ENSG00000131941	33502772.0
RIC3.11228.37.3	Q7Z5B4	Protein RIC-3	RIC3	RIC3	ENSG00000166405	11	ENSG00000166405	8190545.5
RIC3.7125.4.3	Q7Z5B4	Protein RIC-3	RIC3	RIC3	ENSG00000166405	11	ENSG00000166405	8190545.5
RIPK2.8970.9.3	O43353	Receptor-interacting serine/threonine-protein kinase 2	RIPK2	RIPK2	ENSG00000104312	8	ENSG00000104312	90770045.0
RIPK2.8993.151.3	O43353	Receptor-interacting serine/threonine-protein kinase 2	RIPK2	RIPK2	ENSG00000104312	8	ENSG00000104312	90770045.0
RIPPLY1.9767.22.3	Q0D2K3	Protein ripply1	RIPP1	RIPPLY1	ENSG00000147223	X	ENSG00000147223	106146556.0
RLBP1.12936.38.3	P12271	Retinaldehyde-binding protein 1	RLBP1	RLBP1	ENSG00000140522	15	ENSG00000140522	89764840.5
RMDN1.7096.30.3	Q96DB5	Regulator of microtubule dynamics protein 1	RMD1	RMDN1	ENSG00000176623	8	ENSG00000176623	87519306.0
RMDN3.9290.8.3	Q96TC7	Regulator of microtubule dynamics protein 3	RMD3	RMDN3	ENSG00000137824	15	ENSG00000137824	41044376.0
RMI1.13926.1.3	Q9H9A7	RecQ-mediated genome instability protein 1	RMI1	RMI1	ENSG00000178966	9	ENSG00000178966	86595669.5
RNASE1.7211.2.3	P07998	Ribonuclease pancreatic	RNase 1	RNASE1	ENSG00000129538	14	ENSG00000129538	21271007.0
RNASE10.5602.62.3	Q5GAN6	Inactive ribonuclease-like protein 10	RNS10	RNASE10	ENSG00000182545	14	ENSG00000182545	20976154.0
RNASE13.6424.2.3	Q5GAN3	Probable inactive ribonuclease-like protein 13	RNS13	RNASE13	ENSG00000206150	14	ENSG00000206150	21502944.0
RNASE2.8394.56.3	P10153	Non-secretory ribonuclease	RNase 2	RNASE2	ENSG00000169385	14	ENSG00000169385	21423611.0
RNASE4.5644.60.3	P34096	Ribonuclease 4	RNAS4	RNASE4	ENSG00000258818	14	ENSG00000258818	21152780.0
RNASE6.5646.20.3	Q93091	Ribonuclease K6	RNAS6	RNASE6	ENSG00000169413	14	ENSG00000169413	21249210.0
RNASEH1.8470.213.3	O60930	Ribonuclease H1	RNase H1	RNASEH1	ENSG00000171865	2	ENSG00000171865	3605900.5
RND1.13574.50.3	Q92730	Rho-related GTP-binding protein Rho6	RND1	RND1	ENSG00000172602	12	ENSG00000172602	49255993.0
RNF114.9957.9.3	Q9Y508	E3 ubiquitin-protein ligase RNF114	RN114	RNF114	ENSG00000124226	20	ENSG00000124226	48552948.0
RNF122.11160.56.3	Q9H9V4	RING finger protein 122	RN122	RNF122	ENSG00000133874	8	ENSG00000133874	33424643.0
RNF128.6510.56.3	Q8TEB7	E3 ubiquitin-protein ligase RNF128	RN128	RNF128	ENSG00000133135	X	ENSG00000133135	105937068.0
RNF13.8087.250.3	O43567	E3 ubiquitin-protein ligase RNF13	RNF13	RNF13	ENSG00000082996	3	ENSG00000082996	149531329.5
RNF148.7742.11.3	Q8N7C7	RING finger protein 148	RN148	RNF148	ENSG00000235631	7	ENSG00000235631	122342993.5
RNF148.9955.40.3	Q8N7C7	RING finger protein 148	RN148	RNF148	ENSG00000235631	7	ENSG00000235631	122342993.5
RNF149.9773.15.3	Q8NC42	E3 ubiquitin-protein ligase RNF149	RN149	RNF149	ENSG00000163162	2	ENSG00000163162	101907044.5
RNF150.9774.59.3	Q9ULK6	RING finger protein 150	RN150	RNF150	ENSG00000170153	4	ENSG00000170153	142053996.0
RNF165.11561.32.3	Q6ZSG1	RING finger protein 165	RN165	RNF165	ENSG00000141622	18	ENSG00000141622	43914187.0
RNF215.7758.217.3	Q9Y6U7	RING finger protein 215	RN215	RNF215	ENSG00000099999	22	ENSG00000099999	30782994.5
RNF219.8822.163.3	Q5W0B1	RING finger protein 219	RN219	RNF219	ENSG00000152193	13	ENSG00000152193	79233314.0
RNF34.13386.248.3	Q969K3	E3 ubiquitin-protein ligase RNF34	RNF34	RNF34	ENSG00000170633	12	ENSG00000170633	121837946.0
RNF43.14120.2.3	Q68DV7	E3 ubiquitin-protein ligase RNF43	RNF43	RNF43	ENSG00000108375	17	ENSG00000108375	56494480.0
RNF8.14663.44.3	O76064	E3 ubiquitin-protein ligase RNF8	RNF8	RNF8	ENSG00000112130	6	ENSG00000112130	37321840.0
RNGTT.12847.27.3	O60942	mRNA-capping enzyme	MCE1	RNGTT	ENSG00000111880	6	ENSG00000111880	89673326.0
RNMTL1.9584.105.3	Q9HC36	rRNA methyltransferase 3, mitochondrial	RMTL1	RNMTL1	ENSG00000171861	17	ENSG00000171861	685602.5
RNPC3.12814.17.3	Q96LT9	RNA-binding protein 40	RBM40	RNPC3	ENSG00000185946	1	ENSG00000185946	104068593.0
ROBO1.5740.17.3	Q9Y6N7	Roundabout homolog 1	ROBO1	ROBO1	ENSG00000169855	3	ENSG00000169855	78764407.0
ROBO2.5116.62.2	Q9HCK4	Roundabout homolog 2	ROBO2	ROBO2	ENSG00000185008	3	ENSG00000185008	77363906.5
ROBO3.5117.14.3	Q96MS0	Roundabout homolog 3	ROBO3	ROBO3	ENSG00000154134	11	ENSG00000154134	124746714.0
ROCK2.13654.1.3	O75116	Rho-associated protein kinase 2	ROCK2	ROCK2	ENSG00000134318	2	ENSG00000134318	11401329.5
ROR1.2590.69.4	Q01973	Tyrosine-protein kinase transmembrane receptor ROR1	ROR1	ROR1	ENSG00000185483	1	ENSG00000185483	64240337.5
ROR2.7861.9.3	Q01974	Tyrosine-protein kinase transmembrane receptor ROR2	ROR2	ROR2	ENSG00000169071	9	ENSG00000169071	94711010.0
RORB.12483.62.3	Q92753	Nuclear receptor ROR-beta	RORB	RORB	ENSG00000198963	9	ENSG00000198963	77171398.5
RPE.12646.2.3	Q96AT9	Ribulose-phosphate 3-epimerase	RPE	RPE	ENSG00000197713	2	ENSG00000197713	210867366.0
RPIA.12333.87.3	P49247	Ribose-5-phosphate isomerase	RPIA	RPIA	ENSG00000153574	2	ENSG00000153574	88991162.0
RPL30.12478.15.3	P62888	60S ribosomal protein L30	RL30	RPL30	ENSG00000156482	8	ENSG00000156482	99057773.0
RPLP2.10949.59.3	P05387	60S acidic ribosomal protein P2	RLA2	RPLP2	ENSG00000177600	11	ENSG00000177600	810136.0
RPN1.10490.3.3	P04843	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	RPN1	RPN1	ENSG00000163902	3	ENSG00000163902	128369663.5
RPN1.6458.6.3	P04843	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	RPN1	RPN1	ENSG00000163902	3	ENSG00000163902	128369663.5
RPRD1A.13515.8.3	Q96P16	Regulation of nuclear pre-mRNA domain-containing protein 1A	RPR1A	RPRD1A	ENSG00000141425	18	ENSG00000141425	33647493.0
RPS27A.2846.24.2	P62979	Ubiquitin+1, truncated mutation for UbB	Ubiquitin+1	RPS27A	ENSG00000143947	2	ENSG00000143947	55459820.5
RPS27A.4474.19.2	P62979	Ubiquitin	Ubiquitin	RPS27A	ENSG00000143947	2	ENSG00000143947	55459820.5
RPS3.5026.66.1	P23396	40S ribosomal protein S3	RS3	RPS3	ENSG00000149273	11	ENSG00000149273	75110578.0
RPS3A.5484.63.3	P61247	40S ribosomal protein S3a	RS3A	RPS3A	ENSG00000145425	4	ENSG00000145425	152020783.0
RPS4X.9758.17.3	P62701	40S ribosomal protein S4, X isoform	RS4X	RPS4X	ENSG00000198034	X	ENSG00000198034	71496077.0
RPS6KA6.12688.115.3	Q9UK32	Ribosomal protein S6 kinase alpha-6	KS6A6	RPS6KA6	ENSG00000072133	X	ENSG00000072133	83442910.5
RPS7.3864.5.2	P62081	40S ribosomal protein S7	RS7	RPS7	ENSG00000171863	2	ENSG00000171863	3622935.0
RPSA.4957.1.2	P08865	40S ribosomal protein SA	40S ribosomal protein SA	RPSA	ENSG00000168028	3	ENSG00000168028	39448225.0
RQCD1.8975.26.3	Q92600	Cell differentiation protein RCD1 homolog	RCD1	RQCD1	ENSG00000144580	2	ENSG00000144580	219433582.0
RRBP1.9492.5.3	Q9P2E9	Ribosome-binding protein 1	RRBP1	RRBP1	ENSG00000125844	20	ENSG00000125844	17662705.0
RRM1.11360.39.3	P23921	Ribonucleoside-diphosphate reductase large subunit	RRM1	RRM1	ENSG00000167325	11	ENSG00000167325	4128181.5
RRM2B.8854.59.3	Q7LG56	Ribonucleoside-diphosphate reductase subunit M2 B	RIR2B	RRM2B	ENSG00000048392	8	ENSG00000048392	103251102.0
RRM2B.8925.25.3	Q7LG56	Ribonucleoside-diphosphate reductase subunit M2 B	RIR2B	RRM2B	ENSG00000048392	8	ENSG00000048392	103251102.0
RS1.6497.10.3	O15537	Retinoschisin	XLRS1	RS1	ENSG00000102104	X	ENSG00000102104	18679443.0
RSPO3.13094.75.3	Q9BXY4	R-spondin-3	RSPO3	RSPO3	ENSG00000146374	6	ENSG00000146374	127440183.0
RSPO4.8464.31.3	Q2I0M5	R-spondin-4	RSPO4	RSPO4	ENSG00000101282	20	ENSG00000101282	982905.5
RSRP1.9050.170.3	Q9BUV0	Arginine/serine-rich protein 1	CA063	RSRP1				
RTBDN.8613.97.3	Q9BSG5	Retbindin	RTBDN	RTBDN	ENSG00000132026	19	ENSG00000132026	12945362.0
RTN4R.5105.2.3	Q9BZR6	Reticulon-4 receptor	Nogo Receptor	RTN4R	ENSG00000040608	22	ENSG00000040608	20256471.0
RUFY1.11425.31.3	Q96T51	RUN and FYVE domain-containing protein 1	RUFY1	RUFY1	ENSG00000176783	5	ENSG00000176783	178986742.0
RUNX3.11138.16.3	Q13761	Runt-related transcription factor 3	RUNX3	RUNX3	ENSG00000020633	1	ENSG00000020633	25273921.5
RXFP1.14135.3.3	Q9HBX9	Relaxin receptor 1	RXFP1	RXFP1	ENSG00000171509	4	ENSG00000171509	159443085.5
RYK.5583.62.3	P34925	Tyrosine-protein kinase RYK	RYK	RYK	ENSG00000163785	3	ENSG00000163785	133912471.5
S100A11.14011.17.3	P31949	Protein S100-A11	S100A11	S100A11	ENSG00000163191	1	ENSG00000163191	152014947.0
S100A12.5852.6.3	P80511	Protein S100-A12	S100A12	S100A12	ENSG00000163221	1	ENSG00000163221	153348125.0
S100A13.7223.60.3	Q99584	Protein S100-A13	S100A13	S100A13	ENSG00000189171	1	ENSG00000189171	153600715.0
S100A2.11969.5.3	P29034	Protein S100-A2	S100A2	S100A2	ENSG00000196754	1	ENSG00000196754	153538323.5
S100A4.14116.129.3	P26447	Protein S100-A4	S100A4	S100A4	ENSG00000196154	1	ENSG00000196154	153518280.0
S100A5.14222.68.3	P33763	Protein S100-A5	S100A5	S100A5	ENSG00000196420	1	ENSG00000196420	153514241.0
S100A6.13090.17.3	P06703	Protein S100-A6	S100A6	S100A6	ENSG00000197956	1	ENSG00000197956	153508691.0
S100A7.5921.58.3	P31151	Protein S100-A7	S100A7	S100A7	ENSG00000143556	1	ENSG00000143556	153432763.5
S100A9.5339.49.3	P06702	Protein S100-A9	calgranulin B	S100A9	ENSG00000163220	1	ENSG00000163220	153330330.0
SAA1.4336.2.1	P0DJI8	Serum amyloid A-1 protein	SAA	SAA1	ENSG00000173432	11	ENSG00000173432	18287807.0
SAMHD1.11303.7.3	Q9Y3Z3	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1	SAMH1	SAMHD1	ENSG00000101347	20	ENSG00000101347	35580111.0
SAP18.12830.4.3	O00422	Histone deacetylase complex subunit SAP18	SAP18	SAP18	ENSG00000150459	13	ENSG00000150459	21714754.0
SAP30.12888.18.3	O75446	Histone deacetylase complex subunit SAP30	SAP30	SAP30	ENSG00000164105	4	ENSG00000164105	174291607.0
SARS2.12348.46.3	Q9NP81	Serine--tRNA ligase, mitochondrial	SYSM	SARS2	ENSG00000104835	19	ENSG00000104835	39421398.0
SAT1.9859.180.3	P21673	Diamine acetyltransferase 1	SSAT-1	SAT1	ENSG00000130066	X	ENSG00000130066	23801314.0
SAT2.12524.18.3	Q96F10	Diamine acetyltransferase 2	SAT2	SAT2	ENSG00000141504	17	ENSG00000141504	7531123.0
SATB1.13511.29.3	Q01826	DNA-binding protein SATB1	SATB1	SATB1	ENSG00000182568	3	ENSG00000182568	18466530.5
SATB2.10081.17.3	Q9UPW6	DNA-binding protein SATB2	SATB2	SATB2	ENSG00000119042	2	ENSG00000119042	200322577.0
SAYSD1.6594.64.3	Q9NPB0	SAYSvFN domain-containing protein 1	SMDC1	SAYSD1	ENSG00000112167	6	ENSG00000112167	39082847.0
SBSN.5724.58.3	Q6UWP8	Suprabasin	SBSN	SBSN	ENSG00000189001	19	ENSG00000189001	36019212.0
SCAMP5.13509.5.3	Q8TAC9	Secretory carrier-associated membrane protein 5	SCAM5	SCAMP5	ENSG00000198794	15	ENSG00000198794	75287939.0
SCARA3.10872.103.3	Q6AZY7	Scavenger receptor class A member 3	SCAR3	SCARA3	ENSG00000168077	8	ENSG00000168077	27491541.5
SCARA3.11292.13.3	Q6AZY7	Scavenger receptor class A member 3	SCAR3	SCARA3	ENSG00000168077	8	ENSG00000168077	27491541.5
SCARA3.9569.14.3	Q6AZY7	Scavenger receptor class A member 3	SCAR3	SCARA3	ENSG00000168077	8	ENSG00000168077	27491541.5
SCARA3.9731.29.3	Q6AZY7	Scavenger receptor class A member 3	SCAR3	SCARA3	ENSG00000168077	8	ENSG00000168077	27491541.5
SCARA5.10419.1.3	Q6ZMJ2	Scavenger receptor class A member 5	SCAR5	SCARA5	ENSG00000168079	8	ENSG00000168079	27850181.0
SCARB2.5100.53.3	Q14108	Lysosome membrane protein 2	LIMP II	SCARB2	ENSG00000138760	4	ENSG00000138760	77134753.0
SCARF2.5130.67.3	Q96GP6	Scavenger receptor class F member 2	SREC-II	SCARF2	ENSG00000244486	22	ENSG00000244486	20792112.0
SCARF2.8956.96.3	Q96GP6	Scavenger receptor class F member 2	SREC-II	SCARF2	ENSG00000244486	22	ENSG00000244486	20792112.0
SCARF2.9925.56.3	Q96GP6	Scavenger receptor class F member 2	SREC-II	SCARF2	ENSG00000244486	22	ENSG00000244486	20792112.0
SCG2.8377.87.4	P13521	Secretogranin-2	SCG2	SCG2	ENSG00000171951	2	ENSG00000171951	224467079.0
SCG3.7957.2.3	Q8WXD2	Secretogranin-3	SCG3	SCG3	ENSG00000104112	15	ENSG00000104112	51973689.0
SCGB1C1.5960.49.3	Q8TD33	Secretoglobin family 1C member 1	SG1C1	SCGB1C1	ENSG00000188076	11	ENSG00000188076	193080.0
SCGB1D2.6508.68.3	O95969	Secretoglobin family 1D member 2	SG1D2	SCGB1D2	ENSG00000124935	11	ENSG00000124935	62009682.0
SCGB2A1.5001.6.2	O75556	Mammaglobin-B	Mammaglobin 2	SCGB2A1	ENSG00000124939	11	ENSG00000124939	61976140.0
SCGN.10894.25.3	O76038	Secretagogin	Secretagogin	SCGN	ENSG00000079689	6	ENSG00000079689	25652548.0
SCIN.12684.5.3	Q9Y6U3	Adseverin	ADSV	SCIN	ENSG00000006747	7	ENSG00000006747	12629054.0
SCMH1.12604.16.3	Q96GD3	Polycomb protein SCMH1	SCMH1	SCMH1	ENSG00000010803	1	ENSG00000010803	41627104.0
SCN2B.8353.15.3	O60939	Sodium channel subunit beta-2	SCN2B	SCN2B	ENSG00000149575	11	ENSG00000149575	118047388.0
SCO1.7853.19.3	O75880	Protein SCO1 homolog, mitochondrial	SCO1	SCO1	ENSG00000133028	17	ENSG00000133028	10600849.0
SCP2D1.14175.78.3	Q9UJQ7	SCP2 sterol-binding domain-containing protein 1	SCP2D	SCP2D1	ENSG00000132631	20	ENSG00000132631	18794370.0
SCUBE1.8989.40.3	Q8IWY4	Signal peptide, CUB and EGF-like domain-containing protein 1	SCUB1	SCUBE1	ENSG00000159307	22	ENSG00000159307	43716071.0
SDF2L1.6990.44.3	Q9HCN8	Stromal cell-derived factor 2-like protein 1	SDF2L	SDF2L1	ENSG00000128228	22	ENSG00000128228	21996596.5
SDHAF2.6420.4.3	Q9NX18	Succinate dehydrogenase assembly factor 2, mitochondrial	SDHF2	SDHAF2	ENSG00000167985	11	ENSG00000167985	61197596.5
SEC11C.10658.28.3	Q9BY50	Signal peptidase complex catalytic subunit SEC11C	SC11C	SEC11C	ENSG00000166562	18	ENSG00000166562	56807118.0
SEC13.14689.3.3	P55735	Protein SEC13 homolog	SEC13	SEC13	ENSG00000157020	3	ENSG00000157020	10362744.0
SEC22A.13713.164.3	Q96IW7	Vesicle-trafficking protein SEC22a	SC22A	SEC22A	ENSG00000121542	3	ENSG00000121542	122920834.5
SEC61B.7878.2.3	P60468	Protein transport protein Sec61 subunit beta	SC61B	SEC61B	ENSG00000106803	9	ENSG00000106803	101984583.0
SEC61G.8872.1.3	P60059	Protein transport protein Sec61 subunit gamma	SC61G	SEC61G	ENSG00000132432	7	ENSG00000132432	54826934.0
SECTM1.13093.6.3	Q8WVN6	Secreted and transmembrane protein 1	SECTM1	SECTM1	ENSG00000141574	17	ENSG00000141574	80291640.5
SEL1L2.9082.25.3	Q5TEA6	Protein sel-1 homolog 2	SE1L2	SEL1L2	ENSG00000101251	20	ENSG00000101251	13912420.0
SELE.3470.1.2	P16581	E-selectin	sE-Selectin	SELE	ENSG00000007908	1	ENSG00000007908	169703203.0
SELL.4831.4.2	P14151	L-Selectin	sL-Selectin	SELL	ENSG00000188404	1	ENSG00000188404	169678727.0
SELP.4154.57.2	P16109	P-selectin	P-Selectin	SELP	ENSG00000174175	1	ENSG00000174175	169599350.0
SELPLG.11266.8.3	Q14242	P-selectin glycoprotein ligand 1	SELPL	SELPLG	ENSG00000110876	12	ENSG00000110876	109027670.0
SEMA3A.3222.11.2	Q14563	Semaphorin-3A	Semaphorin 3A	SEMA3A	ENSG00000075213	7	ENSG00000075213	84001584.0
SEMA3B.5667.3.3	Q13214	Semaphorin-3B	SEM3B	SEMA3B	ENSG00000012171	3	ENSG00000012171	50309271.0
SEMA3C.6448.36.3	Q99985	Semaphorin-3C	Sema E	SEMA3C	ENSG00000075223	7	ENSG00000075223	80548499.0
SEMA3E.5363.51.3	O15041	Semaphorin-3E	Semaphorin 3E	SEMA3E	ENSG00000170381	7	ENSG00000170381	83274436.5
SEMA3G.5628.21.3	Q9NS98	Semaphorin-3G	SEM3G	SEMA3G	ENSG00000010319	3	ENSG00000010319	52479043.0
SEMA4C.7923.41.3	Q9C0C4	Semaphorin-4C	SEM4C	SEMA4C	ENSG00000168758	2	ENSG00000168758	97533496.0
SEMA4D.5737.61.3	Q92854	Semaphorin-4D	SEM4D	SEMA4D	ENSG00000187764	9	ENSG00000187764	92051398.0
SEMA5A.13132.14.3	Q13591	Semaphorin-5A	SEM5A	SEMA5A	ENSG00000112902	5	ENSG00000112902	9380224.0
SEMA6A.5122.92.2	Q9H2E6	Semaphorin-6A	Semaphorin-6A	SEMA6A	ENSG00000092421	5	ENSG00000092421	115827923.0
SEMA6A.7945.10.3	Q9H2E6	Semaphorin-6A	Semaphorin-6A	SEMA6A	ENSG00000092421	5	ENSG00000092421	115827923.0
SEMA6C.14597.5.3	Q9H3T2	Semaphorin-6C	SEM6C	SEMA6C	ENSG00000143434	1	ENSG00000143434	151115435.0
SEMA7A.7019.13.3	O75326	Semaphorin-7A	Semaphorin-7A	SEMA7A	ENSG00000138623	15	ENSG00000138623	74726045.0
SEMG1.7115.5.3	P04279	Semenogelin-1	Semenogelin	SEMG1	ENSG00000124233	20	ENSG00000124233	43835638.0
SEMG2.6373.54.3	Q02383	Semenogelin-2	SEMG2	SEMG2	ENSG00000124157	20	ENSG00000124157	43849941.0
SENP7.12626.6.3	Q9BQF6	Sentrin-specific protease 7	SENP7	SENP7	ENSG00000138468	3	ENSG00000138468	101232028.0
SEPHS1.14083.25.3	P49903	Selenide, water dikinase 1	SPS1	SEPHS1	ENSG00000086475	10	ENSG00000086475	13390030.0
SEPT10.12690.33.3	Q9P0V9	Septin-10	Sep-10	SEPT10	ENSG00000186522	2	ENSG00000186522	110371496.5
SERAC1.8985.13.3	Q96JX3	Protein SERAC1	SRAC1	SERAC1	ENSG00000122335	6	ENSG00000122335	158589240.5
SERF1A.7842.52.3	O75920	Small EDRK-rich factor 1	SERF1	SERF1A	ENSG00000172058	5	ENSG00000172058	70196601.0
SERPINA10.13119.26.3	Q9UK55	Protein Z-dependent protease inhibitor	protein Z inhibitor	SERPINA10	ENSG00000140093	14	ENSG00000140093	94759397.5
SERPINA10.6583.67.3	Q9UK55	Protein Z-dependent protease inhibitor	protein Z inhibitor	SERPINA10	ENSG00000140093	14	ENSG00000140093	94759397.5
